ICP_Score,Company,City,State,Phone,MC_Number,DOT_Number,Called,Outcome,Notes,Power_Units,Email
75,USA EXPEDITE LLC,GRANT TOWNSHIP,MI,(810) 488-0322,MC1012070,3229152,,,,1,salihovic04@gmail.com
75,GOLDWAY TRANSPORTATION LLC,TAYLORSVILLE,NC,(828) 302-8067,MC1016945,3238933,,,,1,GOLDWAYTRANSPORTATIONLLC@GMAIL.COM
75,LAND XPRESS LLC,WALNUT PORT,PA,(610) 663-2570,MC1001088,3207945,,,,4,landxpressbroker@gmail.com
75,WOOD ENTERPRISE III LLC,CHICAGO,IL,(630) 601-9150,MC1027724,3260370,,,,12,JWOOD@JLWTRUCKING.CO
75,PRUETT TRANSPORTATION LLC,FREEMAN,MO,(913) 742-9405,MC1021336,2314247,,,,2,RYANPRUETT02@GMAIL.COM
75,GOLD LABEL CS LLC,MIAMI,FL,(786) 288-6145,MC1155680,3501199,,,,1,Goldperformancesolution@GMAIL.COM
75,METOBOR INTL LLC,FAIRFIELD,OH,(513) 557-6529,MC1138034,3474166,,,,5,MACAAYS@YAHOO.COM
75,CDN HUNT TRANSPORTATION LLC,ELIZABETH,NJ,(908) 967-3174,MC1070884,3350086,,,,1,CEDENO121547@GMAIL.COM
75,RAYAAN TRANSPORTATION LLC,DUBLIN,OH,(952) 820-5400,MC1072663,3353752,,,,6,RAYAANTRANSPORTATIONLLC@GMAIL.COM
75,HIGHWAY FREIGHT LLC,DEARBORN,MI,(313) 338-5289,MC1084099,3378787,,,,5,HIGHWAYFREIGHTLLC@gmail.com
75,TEXO LOGISTIC LLC,KISSIMMEE,FL,(973) 930-7335,MC1122933,3450073,,,,1,TEXOLOGISTIC@GMAIL.COM
75,HONORABLE TRANSPORTATION TOWING LLC,INDIANAPOLIS,IN,(317) 400-1375,MC1103591,3409979,,,,1,HONORABLETRANSPORTATION87@GMAIL.COM
75,MOVING KINGDOM LLC,CONCORD,NC,(786) 788-9788,MC1126365,3455699,,,,2,iviktormazur@gmail.com
75,FRANCO CONTRACTING LLC,MORRISTOWN,NJ,(973) 219-5443,MC1075831,3354947,,,,1,cgallegoonestop@gmail.com
75,FANIKO TRANSPORTS LLC,STONE MOUNTAIN,GA,(770) 873-5070,MC1048745,3304812,,,,2,fanikotransportsllc@gmail.com
75,ATTL TRANSPORTATION LLC,FOX LAKE,IL,(219) 999-0708,MC1112998,3433263,,,,5,attltransportation24@gmail.com
75,IRONGATE TRANSPORTATION LLC,GREENSBORO,NC,(914) 486-2982,MC1098465,3408687,,,,1,irongatetransportationllc@gmail.com
75,BLOOMINGTON FREIGHT SERVICES LLC,RIVERSIDE,CA,(307) 226-5289,MC1099342,3410274,,,,1,bloomingtonfreightservice@gmail.com
75,R J XPRESS LLC,HESPERIA,CA,(442) 436-7542,MC1096525,3404623,,,,1,RJXPRESSLLC20@GMAIL.COM
75,CEREAL KILLER LLC,SAN PEDRO,CA,(310) 704-4552,MC1097606,2890541,,,,1,BIGBENTRUCKER86@GMAIL.COM
75,STRONG DELIVERY LLC,FLORISSANT,MO,(314) 252-2005,MC1116934,3439919,,,,2,STRONGDELIVERY24@GMAIL.COM
75,POWER PUSH WEIGHT LLC,MOUNT POCONO,PA,(570) 517-9567,MC1040282,3097177,,,,3,PPWLLC2@GMAIL.COM
75,BULAK FREIGHT LLC,FONTANA,CA,(951) 415-2627,MC1152241,3496058,,,,5,ali@bulakfreight.com
75,SHAW APL SOCAL LLC,CHINO,CA,(503) 432-0916,MC1146750,3487618,,,,4,SHAWAPLSOCAL@GMAIL.COM
75,KINGDOM LOGISTIC SERVICES LLC,TAMPA,FL,(813) 647-7259,MC1200519,3411993,,,,1,KINGDOMLOGISTICSERVICES@YAHOO.COM
75,BAELU LLC,COLUMBIA,MO,(573) 818-5233,MC1193293,3556984,,,,6,BAELULLC@GMAIL.COM
75,BIGGUY XPRESS LLC,DELANO,CA,(661) 446-8088,MC1195183,3559769,,,,1,BIGGUYXPRESS@YAHOO.COM
75,ANBESSA FINANCE LLC,ATLANTA,GA,(770) 376-9826,MC1257423,3649567,,,,1,melatrust2k@gmail.com
75,GEOTRANSPORTERS LLC,BROOKLYN,NY,(347) 636-4845,MC1263606,3658117,,,,10,SIMONNASYIDASHVILI@GMAIL.COM
75,PRECISION FREIGHT LLC,ORLANDO,FL,(321) 276-8137,MC1247641,3636103,,,,1,SIMSKIDS707@YAHOO.COM
75,GARCIA & SON LOGISTICS LLC,KANNAPOLIS,NC,(718) 838-4010,MC1187558,3548557,,,,3,pereira1987@yahoo.com
75,CAZH LLC,CHARLOTTE,NC,(352) 616-9838,MC1188698,3550175,,,,1,CAZHLLC@GMAIL.COM
75,RIVAS XPRESS LLC,GLENDALE,AZ,(602) 721-0191,MC1171573,3525228,,,,1,RIVASEXPRESS2021@GMAIL.COM
75,JKA ENTERPRISE LLC,SAN BERNARDINO,CA,(909) 997-7648,MC1215891,3590365,,,,1,JKAENTERPRIZELLC@GMAIL.COM
75,MQL TRANSPORTATION LLC,ALBANY,GA,(229) 234-8411,MC1199743,3566368,,,,1,ADOLPHSOLOMONSR@GMAIL.COM
75,MMS EXPRESS LINE LLC,MORROW,OH,(347) 237-0071,MC1247565,3635981,,,,18,mmsexpresslinellc@gmail.com
75,CBA MOVING LLC,UNION,NJ,(718) 685-8995,MC1217559,3592831,,,,1,SHANAFEIN@GMAIL.COM
75,JIDO FREIGHT LLC,EUCLID,OH,(770) 727-0111,MC1174807,3529949,,,,10,management@jidofreight.com
75,KTF XPRESS LLC,GASTONIA,NC,(704) 901-6388,MC1171525,3525160,,,,1,KTFXPRESSLLC@GMAIL.COM
75,HOTSHOT DIRECT LLC,CORDOVA,TN,(901) 310-8079,MC1217981,3593443,,,,1,LENER_GAITAN@YAHOO.COM
75,BARGAINING PARADISES LLC,JACKSONVILLE,FL,(904) 544-8932,MC1220987,3597853,,,,1,BARGAININGPARADISES@GMAIL.COM
75,MYSIA COMMERCE LLC,LA VERNE,CA,(626) 620-0302,MC1213014,3586098,,,,1,FZDTZ0521@GMAIL.COM
75,BRYON DOVE LLC,LINCOLNTON,NC,(980) 286-6346,MC1251944,3642062,,,,3,DISPATCH@DOVEBOYS.COM
75,SALINAS TRANSPORT SOLUTIONS LLC,CLARKSVILLE,TN,(931) 998-0139,MC1189938,4324322,,,,1,STSOLUTIONSLLC@HOTMAIL.COM
75,DIESEL STORM TRANSPORTATION LLC,LAWNDALE,CA,(323) 616-3619,MC1332343,3690310,,,,1,DIESELSTORM93@GMAIL.COM
75,CHORES LLC,NASHVILLE,TN,(901) 270-0350,MC1340319,3762863,,,,2,INFO@CHORESNASHVILLE.COM
75,ORTIZ TRANSPORTATION LLC,PORT WENTWORTH,GA,(912) 695-2478,MC1357394,2067933,,,,1,ENRIQUE2ORTIZ@YAHOO.COM
75,PERFECT TIME TRANSPORTATION LLC,WHITING,IN,(312) 599-3688,MC1377547,3814032,,,,1,PERFECTTIMETRANSPORTATION@YAHOO.COM
75,SHOWTIME XPRESS LLC,MUSELLA,GA,(678) 808-9724,MC1282514,3683944,,,,3,DHOLLINGSHED7@GMAIL.COM
75,BABA TRANSPORTATION LLC,ISELIN,NJ,(917) 213-9530,MC1334452,3754947,,,,1,babatransportationllc@gmail.com
75,ALQAISI TRANSPORTATION LLC,EL CAJON,CA,(619) 389-9265,MC1320481,3735729,,,,4,NAWARTHABET@GMAIL.COM
75,BCD CROSSROADS LLC,ACWORTH,GA,(470) 812-9879,MC1302802,3711553,,,,1,WHISBYCURTIS@GMAIL.COM
75,THREE THREE THREE LLC,MELROSE PARK,IL,(202) 350-1187,MC1272094,3669827,,,,1,333LLC21@GMAIL.COM
75,DEVIL DAWG DISPATCH LLC,LITCHFIELD PARK,AZ,(678) 283-3051,MC1335021,3755713,,,,1,DEVILDAWGDISPATCH2021@GMAIL.COM
75,MOLEX TRANSPORTATION LLC,ATLANTA,GA,(762) 248-2087,MC1327606,3745618,,,,2,info@MOLEXTRANSPORT.com
75,TEAM DRENCH LLC,MIDDLETOWN,PA,(223) 797-5309,MC1334583,3755122,,,,2,teamdrench01@gmail.com
75,TMKZ FREIGHT SERVICES LLC,LAKELAND,FL,(561) 370-8774,MC1363631,3794884,,,,1,mervin.marshall@yahoo.com
75,SANTANA SERVICES LLC,DUNNELLON,FL,(786) 357-7126,MC1279445,3679909,,,,2,SANTANASERVICES@OUTLOOK.COM
75,GNZ TRANSPORTS LLC,BELLFLOWER,CA,(562) 652-4911,MC1333174,3753198,,,,1,JAVI.GONZALEZ1562@GMAIL.COM
75,SPEED SHUTTLE LLC,QUAIL VALLEY,CA,(951) 722-2278,MC1377371,3813767,,,,1,elisa5js@gmail.com
75,PHOENIX EXPEDITE COMPANY LLC,TIFFIN,OH,(234) 706-0775,MC1319220,3734016,,,,1,PHOENIXEXPEDITELLC@outlook.com
75,BJB TRANSPORTATION LLC,KANSAS CITY,MO,(816) 920-1102,MC1397318,3841726,,,,1,BYRON@BJBTRANSPORTLLC.US
75,ETF FREIGHT LLC,GAHANNA,OH,(718) 825-6053,MC1392149,3834426,,,,9,office@etffreight.com
75,NBA LOGISTICS COMPANY LLC,CHULA VISTA,CA,(619) 972-0457,MC1375323,3810921,,,,2,nbalogistics22@gmail.com
75,MILLION WAYS LLC,REX,GA,(404) 263-1193,MC1436860,3900612,,,,1,MSCARR1227@GMAIL.COM
75,RIGHT ON TIME LLC,CINCINNATI,OH,(513) 442-4953,MC1418627,3857125,,,,1,Rightontime513@gmail.com
75,HDLP TRANSPORT  LLC,VICTORVILLE,CA,(760) 559-0705,MC1389170,3830243,,,,1,LEONELPEREZ1968.LP@GMAIL.COM
75,GLORIM LLC,YORKVILLE,IL,(773) 633-8773,MC1401398,3847636,,,,14,GLORIMLLC@GMAIL.COM
75,DH LOGISTIC LLC,JACKSONVILLE,FL,(786) 282-9044,MC1382302,3820473,,,,1,FUSIONEGROUP@GMAIL.COM
75,CTI TRANS LLC,PARK RIDGE,IL,(773) 822-5227,MC1441279,3907311,,,,1,DISPATCH@CARTRANSPORTAUTO.COM
75,NY CARRIERS LLC,VINELAND,NJ,(718) 893-3060,MC1373626,3787239,,,,2,VIVANOV@TRUCCODIRECT.COM
75,SPECTRUM MOVERS LLC,SAN BRUNO,CA,(772) 494-1994,MC1383448,3822151,,,,1,TRAUSTMOVING@GMAIL.COM
75,JNE TRANSPORTATION LLC,ELIZABETH,NJ,(908) 384-2908,MC1405478,3853666,,,,2,owlmultiservice@GMAIL.COM
75,UNITED FREIGHT LLC,PHOENIX,AZ,(602) 500-3537,MC1386001,3825773,,,,1,UNITEDFREIGHTARIZONA@YAHOO.COM
75,PRO MOVING SERVICES LLC,FAYETTEVILLE,NC,(984) 363-5703,MC1393888,3836891,,,,1,BYUEST1989@GMAIL.COM
75,SANTANA TRANSFER LLC,PISCATAWAY,NJ,(646) 664-6128,MC1454786,3927755,,,,1,Santanallc26@gmail.com
75,GREAT GUARDIAN TRUCKING AND LOGISTICS LLC,KALAMAZOO,MI,(269) 399-5370,MC1454796,3925633,,,,2,GGTRUCKINGANDLOGISTICS@GMAIL.COM
75,FILIPORTS TRANSPORTATION LLC,HINESVILLE,GA,(731) 201-1111,MC1398434,3843365,,,,2,Dispatch@filiportstransportation.com
75,JPACHE LOGISTIC LLC,OCALA,FL,(407) 663-1227,MC1413409,3865347,,,,3,JPACHELOGISTICLLC@ICLOUD.COM
75,JC MOBLEY TRANSPORTATION LLC,E SAINT LOUIS,IL,(618) 772-2725,MC1408683,3858366,,,,1,JCMOBLEYTRANS@GMAIL.COM
75,JCF TRANSPORTATION LLC,YUMA,AZ,(602) 345-0488,MC1436204,3899607,,,,2,JCFTRANSPORTATIONLLC1@GMAIL.COM
75,PSP TRANS LLC,AURORA,OH,(330) 962-0566,MC1387013,3827184,,,,5,PSPTRANS86@GMAIL.COM
75,JMARINEZ TRANSPORTATION LLC,HAZLETON,PA,(570) 436-1489,MC1436629,3900247,,,,1,JHONYMARINZ321@GMAIL.COM
75,MALU TRANSPORTATION LLC,HALEDON,NJ,(862) 310-5897,MC1475102,3957857,,,,2,HULUME@HOTMAIL.COM
75,NORTHERN LINEAR LLC,GASTONIA,NC,(704) 657-4227,MC1482444,3968814,,,,1,MANAGEMENT@NORTHERNLINEAR.COM
75,N LEIBA TRANSPORTATION LLC,MELBOURNE,FL,(321) 960-2361,MC1457259,3931455,,,,1,NICHOLASLEIBA1@GMAIL.COM
75,VEXION LLC,LOS ANGELES,CA,(323) 440-6668,MC1436114,3899491,,,,1,vexionllc@gmail.com
75,PATTERSON CARRIERS LLC,SPINDALE,NC,(828) 223-6474,MC1466782,3945714,,,,2,THAMAGEPATTERSON@YAHOO.COM
75,BRUNO TOWING LLC,LONG BRANCH,NJ,(732) 829-8563,MC1457692,3932118,,,,1,BRUNO87OLIVEIRA@GMAIL.COM
75,ANAS ENTERPRISE LLC,SAN JOSE,CA,(408) 786-6322,MC1483093,3969811,,,,1,LALA78684@YAHOO.COM
75,SUNNYWAY TRANS LLC,YUBA CITY,CA,(530) 682-0781,MC1433182,3895042,,,,1,SUNNYWAYTRANS@GMAIL.COM
75,TEAM HYENA LLC,HAMMOND,IN,(219) 516-9583,MC1520813,4027643,,,,2,TEAMHYENA42@GMAIL.COM
75,OMEGA CARGO LLC,DAYTON,OH,(732) 484-4343,MC1527512,4038348,,,,11,OMEGACARSAFETY@GMAIL.COM
75,LSD XPRESS LLC,LINDEN,NJ,(908) 708-5709,MC1550160,4077055,,,,2,LSDXPRESLLC@GMAIL.COM
75,INNOCENT FREIGHT SOLUTIONS LLC,RUSKIN,FL,(813) 336-1790,MC1484116,3971417,,,,1,INFO@INNOCENTFREIGHTSOLUTIONS.COM
75,NOSO CONSTRUCTION LLC,DAYTON,OH,(937) 469-1215,MC1549043,4075104,,,,1,noaho_83@yahoo.com
75,CSB TRANSPORTATION LLC,INDIANAPOLIS,IN,(732) 781-5847,MC1531288,4044613,,,,2,CSBTRANS01@GMAIL.COM
75,TORRES XPRESS LLC,OAK HILLS,CA,(951) 233-6669,MC1531878,4045593,,,,1,TORRESXPRESS426@YAHOO.COM
75,ANGELJR LLC,STOCKTON,CA,(510) 776-4309,MC1521615,4028942,,,,1,jrangel2023@hotmail.com
75,ACE FREIGHT HAULING LOGISTICS LLC,TAMPA,FL,(954) 955-0622,MC1517215,4021908,,,,1,AARONSEARCY312@ACEFHLINC.COM
75,DPAT TRANSPORTS LLC,SUN CITY,AZ,(602) 785-8069,MC1559504,4092722,,,,1,dpattransports@gmail.com
75,MM BARAK TRANSPORTATION LLC,SAN DIEGO,CA,(619) 856-6127,MC1564012,4100368,,,,2,mmbarakceo@gmail.com
75,UNLIMITED XPRESS LLC,GLENDALE,AZ,(480) 645-4993,MC1580331,4128339,,,,1,MKROMAH1992@GMAIL.COM
75,WESTERN GROUNDS LLC,COMPTON,CA,(424) 376-1009,MC1520282,3948312,,,,1,WESTERNGROUNDSLLC@YAHOO.COM
75,BLUE LOADING LLC,HOLLAND,MI,(616) 312-4707,MC1537775,4055577,,,,3,BLUELOADINGLLC@GMAIL.COM
75,LEONE TRANSPORTATION LLC,SACRAMENTO,CA,(916) 821-0715,MC1504795,4002633,,,,1,LEONETRANSPORTATIONLLC@GMAIL.COM
75,FORMIKA LLC,SPRINGDALE,OH,(305) 319-0680,MC1510932,4012100,,,,1,formika.safety@gmail.com
75,HARRY CARGO LLC,WEST CHESTER,OH,(513) 658-4604,MC1500453,3995977,,,,10,Harrycargoincoh@gmail.com
75,FLY BOX FLY LLC,SOMERSET,NJ,(908) 219-7747,MC1531216,4044502,,,,1,FLYBOXFLYLLC@GMAIL.COM
75,OTD FREIGHT LLC,KANKAKEE ILLINOIS,IL,(773) 606-2006,MC1569964,4110590,,,,1,OTD.FREIGHT4@GMAIL.COM
75,A&S FAMILY CARRIER LLC,MADISON,GA,(404) 990-2112,MC1504076,4001558,,,,1,AandSFAMILYCARRIER@OUTLOOK.COM
75,A SELECT LLC,SURPRISE,AZ,(480) 469-7284,MC1504100,4001595,,,,2,aselectllc23@GMAIL.COM
75,DRIVEN AND MOTIVATED LLC,SAINT LOUIS,MO,(314) 798-2470,MC1565027,4102205,,,,1,LNMOODY1220@GMAIL.COM
75,KORIMA PACK LLC,WEST COVINA,CA,(213) 210-7335,MC1580516,4128656,,,,2,LIZTRADING@HOTMAIL.COM
75,AMERICAN EAGLE RELOCATION LLC,VAN NUYS,CA,(800) 507-1590,MC1587479,3700234,,,,3,SERGIO@AERELOCATION.COM
75,DR LAWNCARE LLC,ASHLAND,OH,(419) 632-4294,MC1509402,4009755,,,,6,DKROGERS33@GMAIL.COM
75,PRO PALLET LLC,GARY,IN,(219) 806-5440,MC1545709,2840029,,,,7,PROPALLETLLC2@GMAIL.COM
75,BY LOGISTIC LLC,HOLLYWOOD,FL,(305) 998-8505,MC1533301,4036593,,,,4,ARTURKIRI25@ICLOUD.COM
75,SPEEDY COUCH LLC,WILMINGTON,NC,(650) 499-7325,MC1596132,4155657,,,,2,keeble@ymail.com
75,ALL STATE MOVERS LLC,RALEIGH,NC,(908) 202-5220,MC1589624,4144298,,,,1,M.NABLUS@ICLOUD.COM
75,SIRIUS LOGISTICS SERVICES LLC,SAN DIEGO,CA,(442) 250-2393,MC1523391,4031707,,,,1,ADMIN@A-AGL.COM
75,CVH FREIGHT LLC,SPARTA,MI,(616) 430-0210,MC1519395,4025410,,,,1,CVHFREIGHTLLC@GMAIL.COM
75,PEACH CONNECT LLC,NORCROSS,GA,(404) 518-8182,MC1559283,4092338,,,,3,operations@peachconnectllc.com
75,CARGORUSH LLC,MIAMI,FL,(786) 741-2826,MC1525571,4035178,,,,2,ADMIN@CARGO-RUSH.COM
75,CAPITAL AUTO LLC,NORRIDGE,IL,(630) 222-7889,MC1572299,4114515,,,,2,CAPITALAUTO2023@GMAIL.COM
75,RO RO TRANSPORTATION LLC,PLAINFIELD,NJ,(973) 344-4074,MC1510448,4011375,,,,10,ROROTRANSPORTLLC@GMAIL.COM
75,DYNAMIC SHIPPING SOLUTIONS LLC,MOORESTOWN,NJ,(856) 905-5248,MC1545293,3383755,,,,1,DYNAMICSHIPPINGSOLUTIONSLLC@GMAIL.COM
75,SMJ FREIGHT LLC,DOWNERS GROVE,IL,(217) 481-8818,MC1484918,3972563,,,,1,DISPATCH@SMJ-FREIGHT.com
75,A.C. BOX TRUCKING LOGISTICS LLC,MIDDLETOWN,OH,(513) 252-3262,MC1528645,4040201,,,,1,A.C.BOXTRUCKING23@GMAIL.COM
75,CLOCKWORK CARRIERS LLC,DECATUR,GA,(404) 275-8515,MC1522826,4030815,,,,1,mstokes100@gmail.com
75,LAKE MOVERS LLC,LAKE OZARK,MO,(573) 319-1730,MC1571983,4114034,,,,6,BOB@LAKEMOVERS.COM
75,ABM CUSTOMS LLC,CARROLLTON,MO,(660) 322-1706,MC1529973,3813341,,,,1,pamservices22@gmail.com
75,CAIRO GO LLC,CERES,CA,(209) 300-2123,MC1571225,4112765,,,,4,Lcairogo@gmail.com
75,ROWE LOGISTICS SERVICES LLC,ATLANTA,GA,(706) 979-1179,MC1574458,4118164,,,,1,ROWELOGISTICSSERVICES@GMAIL.COM
75,J A I LLC,BRYN MAWR,CA,(909) 586-5176,MC1492967,3984594,,,,1,JAILLCTRANSPORTATION@GMAIL.COM
75,Y NOT US LLC,VERO BEACH,FL,(772) 269-2166,MC1528725,4040332,,,,1,ADOU91@GMAIL.COM
75,CUSHON ENTERPRISE LLC,BLUESPRINGS,MO,(816) 681-8671,MC1540739,4012224,,,,2,CUSHONENTERPRISE@GMAIL.COM
75,RBURRIS LLC,GREENWOOD,IN,(317) 374-7408,MC1526261,4036281,,,,1,TBALLARD814@NETZERO.NET
75,JD DELIVERY LLC,HENDERSONVLLE,TN,(615) 335-6407,MC1517687,4022665,,,,1,JKENOL02@GMAIL.COM
75,JIKS LLC,PITTSBURGH,PA,(412) 733-8480,MC1621755,4202884,,,,1,IZZY2132@GMAIL.COM
75,FINE CARGO LLC,FORT MEYERS,FL,(239) 244-5409,MC1674978,4288249,,,,1,JOSEPHPELLETIER273@GMAIL.COM
75,J RICH TRANSPORTATION LLC,JACKSONVILLE,NC,(919) 514-7962,MC1653314,3918803,,,,1,JARICHARDSON38@YAHOO.COM
75,ANREL CARRIERS LLC,CHICAGO,IL,(877) 702-1543,MC1682306,4314551,,,,1,PORKWILL84@ANRELCARRIERS.COM
75,EAST VAN LINES LLC,CLIFTON,NJ,(862) 428-4879,MC1647865,4251163,,,,3,EASTVANLINES@GMAIL.COM
75,ELITE MOVING LLC,HIXSON,TN,(423) 619-2230,MC1617564,4195493,,,,1,MYELITEMOVE@GMAIL.COM
75,THE REAL DEAL MCKOY HAULING & TRANSPORT LLC,WAGRAM,NC,(910) 724-0501,MC1664346,4281317,,,,1,MCKOYCONSTRUCTION@GMAIL.COM
75,SWEETCEE TOURS LLC,CHARLOTTE,NC,(980) 939-9042,MC1646772,4050524,,,,1,sweetceetours@GMAIL.COM
75,ESTAR UNION TRANSPORTATION LLC,FREMONT,CA,(650) 305-5696,MC1627907,4214380,,,,1,ESTARUNIONTRANSPORTATIONLLC@GMAIL.COM
75,ROAD RIDER LLC,COLUMBUS,OH,(614) 349-5815,MC1622712,4204690,,,,1,ROADRIDEROHIO@GMAIL.COM
75,BIG BOOT LLC,GRIMESLAND,NC,(252) 751-7691,MC1626395,4211509,,,,1,promoterbigboot@GMAIL.COM
75,GOP TRANSPORTATION LLC,VICTORVILLE,CA,(714) 383-1438,MC1612358,4185802,,,,1,goptransportationllc@gmail.com
75,POPS SEAFOOD LLC,LAKELAND,FL,(863) 944-6048,MC1665149,4282821,,,,1,SODANDMORE2017@GMAIL.COM
75,TRANSBUD TRANSPORTATION LLC,SADDLE BROOK,NJ,(201) 314-8433,MC1633550,4224862,,,,1,DZIEDZICRYSZARD5@GMAIL.COM
75,MAC ENTERPRISE LLC,CHARLOTTE,NC,(704) 281-0450,MC1614318,4189454,,,,1,ENTERPRISEMACLLC@GMAIL.COM
75,HELLEN ENTERPRISE LLC,CAPE CORAL,FL,(786) 704-5667,MC1625644,4210136,,,,3,RFELIUB1710@GMAIL.COM
75,JOE LOGISTICS SERV LLC,READING,PA,(646) 973-9898,MC1693596,4336112,,,,2,JOELOGISTICS1@GMAIL.COM
75,GIT WAY TRANS LLC,JOLIET,IL,(331) 758-2108,MC1699438,4347529,,,,1,GITWAYTRANSPORTATION@GMAIL.COM
75,BNF FASTLANE SVC LLC,ROCHESTER,NY,(585) 470-5624,MC1620669,4200933,,,,3,FASTLANESVCLLC@GMAIL.COM
75,KAABO TRANS LLC,SAINT LOUIS,MO,(314) 728-6714,MC1620802,4201167,,,,1,KAABOTRANSLLC@GMAIL.COM
75,RODNEY TRANSPORTATION LLC,CAMDEN,NJ,(856) 345-8474,MC1689530,4328143,,,,1,RODNEYDELIVERY23@GMAIL.COM
75,ASG TRANSPORTS LLC,FOREST PARK,GA,(404) 395-2370,MC1697812,4344400,,,,2,ASGTRANSPORTLLC2@GMAIL.COM
75,THT TRANSPORTS LLC,BRUNSWICK,GA,(912) 246-2537,MC1698309,4345281,,,,1,PASTORONASSIS@GMAIL.COM
75,WHALEY WORKS LLC,MARIETTA,GA,(678) 696-0896,MC1670900,4293301,,,,1,WHALEYWORKSLLC@GMAIL.COM
75,SUNNY SIDE TRANSPORTATION LLC,LOS ANGELES,CA,(323) 529-2162,MC1603783,4157143,,,,1,BARRIOSD56@YAHOO.COM
75,TTZ TRANSPORTATION LLC,CARY,NC,(908) 357-3818,MC1659486,4272479,,,,2,Msyoungjohnson@gmail.com
75,JULIO CRUZ TRANSPORTATION LLC,PERTH AMBOY,NJ,(929) 467-0851,MC1601741,4166325,,,,1,JULIOCRUZTRAMSPORTATION@GMAIL.COM
75,ATI CARRIERS LLC,BOLINGBROOK,IL,(630) 703-4898,MC1683459,4316621,,,,2,ATICARRIERSLLC@GMAIL.COM
75,SUNSHINE XIE LLC,IRVINE,CA,(949) 572-3210,MC1662541,4278081,,,,1,QUAN9495723210@GMAIL.COM
75,T&J TRUCKING LOGISTICS LLC,CHARLOTTE,NC,(714) 213-2593,MC1614368,4189557,,,,6,TJTRUCKING76@YAHOO.COM
75,POLO TRANSPORTATION LLC,BLOOMFIELD,NJ,(917) 870-1787,MC1688164,4325365,,,,5,polotransportationllc@gmail.com
75,NEXTROUTE LLC,GLENDALE,CA,(747) 350-9090,MC1688616,4326298,,,,1,NEXTROUTE8@GMAIL.COM
75,CONSCIENTIOUS TRANSPORTATION LLC,ADELANTO,CA,(760) 686-6492,MC1626751,4177668,,,,1,DOROTHYFULLENWIDER21@GMAIL.COM
75,CAROLINA MOON CARRIERS LLC,CHARLOTTE,NC,(704) 803-5865,MC1690743,4330478,,,,2,TRIPP.MOORE@YAHOO.COM
75,MO MOVES LLC,MAPLE SHADE,NJ,(917) 403-3686,MC1688386,4325809,,,,1,LOUPAQ2000@YAHOO.FR
75,FTC SERVICES LLC,POWELL,OH,(380) 261-0415,MC1653860,4262163,,,,8,Ftc4262163@gmail.com
75,GARCIA XPRESS LLC,ELIZABETH,NJ,(908) 545-2738,MC1634305,4226207,,,,1,garciaxpressllcNJ@gmail.com
75,ALPHA HOLDING LLC,FORT WAYNE,IN,(812) 337-9115,MC1695127,4339050,,,,2,ALPHAHOLDINGS2500@GMAIL.COM
75,AUF TRACKING LLC,BLOOMINGTON,CA,(909) 549-5580,MC1686265,4321731,,,,1,ARIANA21DELAROSA@GMAIL.COM
75,WEST STAR UA LLC,DOYLESTOWN,PA,(267) 267-1575,MC1620816,4201191,,,,1,WESTSTARUA.LLC@GMAIL.COM
75,MCKOY LOGISTIC SERVICES LLC,WENDELL,NC,(919) 685-2080,MC1684238,4297698,,,,2,MCKOYLOGISTICSERVICES@GMAIL.COM
75,CAMDEN DELIVERY LLC,FAIRBURN,GA,(770) 871-8960,MC1696188,4341187,,,,1,CAMDENDELIVERYLLC@GMAIL.COM
75,ASIANA DRAYAGE LLC,SANTA MONICA,CA,(323) 410-0598,MC1698109,4344924,,,,2,joseph@ASIAnausa.com
75,ZAC ENTERPRISE LLC,COLUMBUS,OH,(614) 966-9559,MC1683243,4316233,,,,3,ZMIRE@ZACENTERPRISELLC.COM
75,ZEPHYR CARGO LLC,INDIANA,PA,(929) 506-7901,MC1692877,4334769,,,,1,zephyrarsdale@outlook.com
75,EDWARD HEAVY TRUCK LLC,FLEMINGTON,NJ,(908) 963-1543,MC1599560,4162118,,,,1,EDWARDHEAVYTRUCK@GMAIL.COM
75,RAPID AUTO CARRIERS LLC,QUARTZSITE,AZ,(909) 418-8362,MC1692532,4334087,,,,1,JESSEOCEGUEDA01@GMAIL.COM
75,VINYL LAB LLC,DAYTONA BEACH,FL,(386) 333-2753,MC1698828,4346366,,,,1,DCAVARRETTA654@GMAIL.COM
75,NORSEMAN HOTSHOTS LLC,PLAINFIELD,IL,(815) 650-4930,MC1674257,4299596,,,,1,NORSEMANHOTSHOTS@GMAIL.COM
75,VIKING INDEPENDENT PETROLEUM LLC,FLAGSTAFF,AZ,(928) 287-1617,MC1646842,4249251,,,,1,JMSTREBE@GMAIL.COM
75,BLUHORIZONS LLC,GLENDALE,AZ,(623) 313-5381,MC1695665,4340149,,,,1,JOSE@BLUHORIZONS.US
75,TRISTAR PROFESSIONAL SOLUTIONS LLC,BOYNTON BEACH,FL,(931) 205-0062,MC1686429,4227509,,,,1,MANAGEMENT@TRISTARPROFESSIONAL.COM
75,MCINTOSH POTABLE WATER LLC,KINGMAN,AZ,(928) 279-4136,MC1701506,4351467,,,,1,MCINTOSHPOTABLEWATER@YAHOO.COM
