Company,City,State,Phone,MC_Number,DOT_Number,Called,Outcome,Notes
DALLASCOWBOYS  FREIGHT LLC,BAIRD,TX,(214) 900-3412,MC1599131,4161309,,,
LONESTAR EXPRESS TEXAS LLC,ALLEN,TX,(619) 922-0384,MC1643830,4243785,,,
VERGARA TRANSPORT LLC,EL PASO,TX,(915) 246-4448,MC1693806,4327911,,,
AWSS LLC,RICHMOND,TX,(281) 750-2332,MC1685466,4320211,,,
VM TRANSPORT SOLUTIONS LLC,BURLESON,TX,(737) 341-8903,MC1611005,4183324,,,
MM FAST TRANSPORTATION LLC,LAREDO,TX,(956) 898-4426,MC1681709,4313502,,,
KAY ANNE LOGISTICS LLC,FORT WORTH,TX,(682) 299-7692,MC1657906,4269540,,,
SUPERIOR ROUTES LLC,HUMBLE,TX,(713) 935-5419,MC1682832,4315475,,,
SHEPS OTR LLC,LUBBOCK,TX,(806) 928-5867,MC1613389,4187790,,,
KAPA TRANSPORTATION LLC,CANUTILLO,TX,(915) 218-3817,MC1648580,3713526,,,
AMAS FREIGHT SERVICES LLC,ROUND ROCK,TX,(512) 945-0001,MC1608989,4179641,,,
QUALITY TRANS LLC,LAREDO,TX,(956) 645-2996,MC1612944,4186928,,,
EFO TRANSPORT LLC,CYPRESS,TX,(503) 432-0935,MC1676777,4304256,,,
UPGRADE FREIGHT CO LLC,NORTH RICHLAND HILLS,TX,(407) 334-5958,MC1686567,4321940,,,
BARTON R GAINES LLC,JOSHUA,TX,(682) 202-2133,MC1693228,4335423,,,
QUEST DRIVE LLC,DALLAS,TX,(945) 400-7582,MC1688454,4325966,,,
SPEED TIDE TRUCKING & SERVICES LLC,HOCKLEY,TX,(346) 462-3013,MC1700947,4350436,,,
BEST BET ENTERPRISE LLC,AUSTIN,TX,(254) 931-7969,MC1698967,4346614,,,
RORU TRANSPORTATION LLC,KYLE,TX,(210) 574-1000,MC1699323,4347322,,,
EAZY TRANS LLC,VON ORMY,TX,(210) 560-7738,MC1643348,2825926,,,
LONE STAR TRAIL GROUP LLC,HOUSTON,TX,(832) 262-6325,MC1622966,4205185,,,
GODIRECT TRUCKING LLC,HOUSTON,TX,(832) 253-4518,MC1694225,4337311,,,
SFO LOGISTICS LLC,HOUSTON,TX,(346) 256-3774,MC1640747,4060785,,,
ELFER TRANSPORT LLC,CYPRESS,TX,(832) 689-6442,MC1621566,4202561,,,
KORRAL FUEL DISTRIBUITORS LLC,EAGLE PASS,TX,(210) 608-7058,MC1669868,3286181,,,
A R AUTO TRANSPORT LLC,JERSEY VILLAGE,TX,(346) 656-7685,MC1700661,4349902,,,
MED TRANSPORT LLC,HOUSTON,TX,(732) 692-4099,MC1676836,4304369,,,
MACA TRANSPORTATION LLC,LAREDO,TX,(956) 712-2717,MC1693244,4335448,,,
BLUE SUMMIT LOGISTICS GROUP LLC,AUSTIN,TX,(469) 568-5454,MC1776290,4467890,,,
AMAE LOGISTICS LLC,HOUSTON,TX,(832) 778-3968,MC1773320,4487304,,,
JACQUELINE DOMINGUEZ,EL PASO,TX,(840) 210-8580,MC1773868,4475144,,,
MOON LEVEL TRUCKING LLC,DENISON,TX,(430) 262-0613,MC1714285,4375208,,,
SUN-UP HOT SHOT TRUCKING LLC,PRIDDY,TX,(928) 713-9367,MC1724499,4391701,,,
MOQUI ENTERPRISE LLC,ROYSE CITY,TX,(325) 532-8064,MC1732169,4409767,,,
JULIUS THE GREAT TRUCKING LLC,ODESSA,TX,(305) 926-3442,MC1777552,4495222,,,
LWOOD LOGISTICS LLC,FORT WORTH,TX,(817) 832-4330,MC1711272,4369720,,,
TONY POTTER,TENAHA,TX,(936) 332-4682,MC1802393,4541667,,,
SAM MASTER LLC,FATE,TX,(737) 343-2287,MC1782575,4504768,,,
T&J TRUCKIN LLC,PERRYTON,TX,(806) 228-5310,MC1712921,4372740,,,
RA VAN SERVICES LLC,HOUSTON,TX,(346) 260-9060,MC1802988,4542729,,,
PRIMEHAUL TRANSPORT LLC,AUSTIN,TX,(737) 297-0873,MC1784204,4505200,,,
V M M TRUCKING LLC,SOCORRO,TX,(915) 401-0133,MC1737035,4418943,,,
NORTHEWAY LLC,HOUSTON,TX,(218) 779-1060,MC1731300,4392977,,,
LTD VENDING CORP,ALICE,TX,(361) 660-7151,MC1742903,4429924,,,
N & E TRUCKING LOGISTICS LLC,HOUSTON,TX,(832) 919-3487,MC1725293,4396475,,,
KNIGHT GLOBAL SYSTEMS LLC,LANCASTER,TX,(817) 876-0223,MC1754539,4452023,,,
GUILLERMO PADILLA PEREZ,CORPUS CHRISTI,TX,(361) 739-9037,MC1791111,4520668,,,
RCV TRANSPORT LLC,HEARTLAND,TX,(682) 450-8998,MC1734007,4413297,,,
QUEST GIDEON TRANSPORT LLC,MIDLAND,TX,(432) 599-4818,MC1792367,4523075,,,
TRUWAY XPRESS LLC,ODESSA,TX,(214) 222-5566,MC1707876,4363436,,,
ORION SERVICES LLC,LYTLE,TX,(210) 602-1221,MC1793010,4524280,,,
CCA HAULING LLC,GREENVILLE,TX,(940) 331-1825,MC1735438,4415958,,,
MAGASSA VANLINE INC,ROSHARDON,TX,(702) 400-4025,MC1718450,4382971,,,
AMIR BEST LINE LLC,EULESS,TX,(337) 435-4025,MC1789574,4517809,,,
DDR TRUCKING LLC,CYPRESS,TX,(346) 504-6278,MC1801141,4539375,,,
APEX MILE CO LLC,CYPRESS,TX,(346) 640-7467,MC1801902,4540784,,,
CEMA TRUCKING LLC,HIDALGO,TX,(956) 907-1317,MC1703232,4354775,,,
STARLAKE EXPRESS LLC,HOUSTON,TX,(346) 874-0020,MC1802822,4542460,,,
DETUX LOGISTICS LLC,PLANO,TX,(972) 267-3398,MC1802969,4542693,,,
QUICK SHOT LOGISTICS LLC,LUBBOCK,TX,(806) 549-3682,MC1803253,4543193,,,
BAIMA LOGISTICS LLC,ROCKWALL,TX,(469) 887-0541,MC1734051,4413374,,,
M3 LEGACY TRANSPORT LLC,LUBBOCK,TX,(806) 784-5096,MC1791461,4521339,,,
PEDESCLEAUX11 LLC,FORT WORTH,TX,(817) 773-5544,MC1718642,4383301,,,
SAFE HAVEN FREIGHT LLC,HOUSTON,TX,(281) 979-4676,MC1777505,4495127,,,
PROLOCKS LLC,HALTOM CITY,TX,(317) 499-8298,MC1802374,4541627,,,
EARL ALLEN,BONHAM,TX,(903) 227-7409,MC1733160,4411696,,,
THA GUYS LOGISTICS,DALLAS,TX,(945) 251-1979,MC1795363,4528654,,,
LEMITAR FREIGHT LLC,ARLINGTON,TX,(575) 418-9284,MC1726802,4399500,,,
QUARTERS CONNECTIONS ENTERPRISES INC,FORNEY,TX,(214) 677-7727,MC1789269,4517266,,,
METAL TWISTED LLC,GRAND PRAIRIE,TX,(214) 470-3847,MC1727940,4401717,,,
MEVZU LLC,HOUSTON,TX,(346) 396-3846,MC1756303,4455420,,,
JBZ TRANSPORT LLC,LAREDO,TX,(956) 482-4725,MC1707741,4363190,,,
ROADRUNNER INTERSTATE TRANSPORT LLC,FLOWER MOUND,TX,(945) 266-1166,MC1799744,4536812,,,
TRUCKEM247ENTERPRISELLC,LUBBOCK,TX,(806) 801-4124,MC1793831,4525775,,,
K&D TRANSPORTATION509 LLC,NEW CANEY,TX,(281) 380-6084,MC1761226,4464703,,,
224 ENTERPRISE LLC,HOUSTON,TX,(281) 787-7786,MC1706903,4361697,,,
BOOTLEGGER LOGISTICS LLC,MCALLEN,TX,(956) 374-8938,MC1790077,4518405,,,
K LINES LLC,LAREDO,TX,(956) 999-6410,MC1704164,4356603,,,
PA&G LOGISTIC LLC,HOUSTON,TX,(713) 232-9932,MC1803353,4263960,,,
TTL TRANSPORT LLC,LOCKHART,TX,(512) 995-0713,MC1728706,4403144,,,
FREIGHT DYNAMICS LLC,WEBSTER,TX,(713) 489-4447,MC1799381,4536125,,,
USA EAGLE TRUCKING,HALTOM CITY,TX,(682) 328-4663,MC1736055,4417165,,,
YEEHAW LOGISTICS LLC,WAXAHACHIE,TX,(214) 695-2259,MC1800294,4537842,,,
JK MATTU LLC,PRINCETON,TX,(469) 989-7598,MC1716966,4380314,,,
DOUBLE JDN LOGISTICS LLC,HEREFORD,TX,(806) 206-7402,MC1793713,4525577,,,
A&C TRANSPORT SOLUTIONS LLC,EDINBURG,TX,(956) 529-1387,MC1801346,4539737,,,
THE FOUR BROTHERS TRUCKING LLC,ELMENDORF,TX,(979) 248-5961,MC1801992,4305648,,,
GT TRANSPORTATION LLC,GALVESTON,TX,(951) 264-1084,MC1802005,4438382,,,
B T WAY EXPRESS LLC,FORNEY,TX,(469) 454-8080,MC1802254,4246620,,,
IRON BRUTE LOGISTICS LLC,OVERTON,TX,(903) 987-0998,MC1802271,4541424,,,
SMITHMAD INVESTMENT GROUP LLC,HENDERSON,TX,(903) 720-2466,MC1802404,4503930,,,
SANCHEZ IN TEXAS LLC,EAGLE PASS,TX,(830) 872-6246,MC1750630,4444605,,,
MSO TRUCKING LLC,KERMIT,TX,(325) 274-5654,MC1715970,4357814,,,
J & J HOTSHOT TRANSPORTATION LLC,CALDWELL,TX,(318) 262-8020,MC1772626,4486105,,,
PANTERA GROUND LOGISTICS LLC,LAREDO,TX,(956) 334-2527,MC1744966,4433956,,,
DJ TRANSPORT EXPRESS LLC,HOUSTON,TX,(832) 829-6902,MC1797057,4508047,,,
STARLIGHT LOGISTICS LLC,CELINA,TX,(469) 428-1660,MC1798322,4534155,,,
KCCE TRANSPORT LLC,MISSION,TX,(971) 268-0316,MC1786168,4511408,,,
J&D EXPRESS FREIGHT LLC,DALLAS,TX,(214) 623-7415,MC1744770,4433586,,,
ITECH SOLUTIONS LLC,LAKE JACKSON,TX,(347) 908-1905,MC1774361,4489409,,,
MITCHELL TRANSPORT LLC,FORNEY,TX,(469) 901-0933,MC1739928,4330934,,,
HAULING MATTER LLC,SAN ANTONIO,TX,(210) 243-2104,MC1786678,4153866,,,
DON'S KEEP TRUCKIN LLC,LUBBOCK,TX,(806) 853-4242,MC1717921,4382007,,,
BENJAMIN TRUCK SERVICES LLC,KERMIT,TX,(432) 208-2097,MC1734131,4413510,,,
MCTC TRANSPORTATION LLC,GRAND PRAIRIE,TX,(972) 917-8780,MC1795887,4529599,,,
GALMICHI TRANSPORTATION LLC,FORT WORTH,TX,(817) 938-1088,MC1802079,4541085,,,
LAB LOGISTICS LLC TEXAS,TOMBALL,TX,(510) 754-8305,MC1782673,3713924,,,
ONYX ROSE MERCHANTS LLC,HORSESHOE BAY,TX,(830) 371-6903,MC1802222,4520846,,,
JVI LLC,SANTO,TX,(346) 297-4293,MC1735639,4060892,,,
TRANSPORTE ZAID F4-13 LLC,HOUSTON,TX,(713) 282-7074,MC1784553,4508505,,,
TLBJ EXPRESS LLC,HOUSTON,TX,(832) 969-8473,MC1802039,4540995,,,
SOUTH FORK TRANSPORT LLC,DENTON,TX,(940) 275-6800,MC1784361,4508128,,,
CHAMELEON TRUCKING SERVICES LLC,ODESSA,TX,(432) 231-2060,MC1792405,4210102,,,
REN REYES TRUCKING INC,EL PASO,TX,(915) 407-2777,MC1802213,4541329,,,
NARANJO KINETICS LLC,SAN ANTONIO,TX,(210) 262-6623,MC1802858,4542529,,,
DAA EXPEDITED SERVICES LLC,LAREDO,TX,(956) 625-8018,MC1707053,4361960,,,
A ELIAS TRANSPORTATION LLC,LAREDO,TX,(956) 635-0024,MC1713956,4374616,,,
UNLIMITED GROUND LOGISTICS LLC,PECOS,TX,(936) 330-9667,MC1736174,4417370,,,
ACG HOTSHOTS,AMARILLO,TX,(806) 341-4501,MC1801986,4540912,,,
S & M TRANSPORTATION LLC,PRINCETON,TX,(469) 318-4040,MC1723587,4393111,,,
J & A TRANSPORTATION SERVICES LLC,OMAHA,TX,(903) 466-3519,MC1729851,4405344,,,
ROGAZELLE LOGISTICS LLC,HOUSTON,TX,(832) 491-6502,MC1730497,4368539,,,
JM SPECIALIZED SERVICES LLC,HOUSTON,TX,(346) 705-4216,MC1796566,4530904,,,
RIVON GROUP LLC,HOUSTON,TX,(832) 425-5292,MC1803200,4538566,,,
M & DB TRUCKING LLC,BULLARD,TX,(903) 503-0054,MC1797684,4506223,,,
DELKAGO LLC,PECOS,TX,(214) 809-8823,MC1741567,4427403,,,
GO & LOAD LLC,HUMBLE,TX,(718) 790-9003,MC1778799,4497530,,,
WRIGHT CARRIER SERVICES LLC,SPICEWOOD,TX,(702) 580-4790,MC1772553,4485947,,,
PRIMA CORSA INC,CEDAR PARK,TX,(512) 903-7514,MC1716341,4379205,,,
MAXMOVE EXPRESS LLC,DALLAS,TX,(801) 471-9969,MC1734373,4413987,,,
FIRST CLASS LOGISTICS LLC,SAN ANTONIO,TX,(832) 594-6165,MC1789602,4517887,,,
WEST TEXAS DNA LLP,MIDLAND,TX,(432) 208-2389,MC1704061,3548452,,,
NOACK LAND MANAGEMENT LLC,VOTAW,TX,(409) 550-8107,MC1756265,3962465,,,
GUANABO TRANSPORT LLC,HOUSTON,TX,(346) 538-1257,MC1801389,4498964,,,
2JE TRANSPORTATION LLC,GARLAND,TX,(754) 210-4682,MC1713090,4373089,,,
SISTA'S B TRUCKIN LLC,COLLEYVILLE,TX,(817) 224-2212,MC1764700,4471236,,,
AFS TRANSPORT LLC,SUMNER,TX,(625) 102-3941,MC1759613,4461650,,,
AI TRANSPORT INC,DALLAS,TX,(469) 926-2167,MC1792510,4523350,,,
TARBINSON INDUSTRIES LLC,KILGORE,TX,(855) 693-4688,MC1796737,4531203,,,
OSCAR NOEL RAMIREZ,HOUSTON,TX,(850) 868-0132,MC1711035,4369280,,,
DIVINE PROVIDENCE LOGISTICS LLC,FULSHEAR,TX,(713) 565-2025,MC1742797,4429721,,,
IPI GROUPS INC,ARLINGTON,TX,(817) 707-7919,MC1802773,4542353,,,
SD5 LOGISTICS LLC,HOUSTON,TX,(832) 983-2425,MC1803101,4542894,,,
LUCA GROUP LLC,HOUSTON,TX,(956) 227-8620,MC1714382,3615352,,,
BILAM VENTURES LLC,HOUSTON,TX,(718) 710-5871,MC1735525,4416138,,,
RR&L FREIGHT LLC,HOUSTON,TX,(832) 894-3190,MC1705653,4359412,,,
ATAL TRUCKING LLC,AUSTIN,TX,(512) 785-9025,MC1715293,4377179,,,
GOOD SHEPHERD TRUCKING LLC,JOAQUIN,TX,(903) 263-4208,MC1773671,4488103,,,
3HC TRANSPORT LLC,BRIDGEPORT,TX,(817) 239-7101,MC1800123,4537509,,,
BOX W LAND & CATTLE CO LLC,BOGATA,TX,(469) 834-7585,MC1742969,4430046,,,
BROTHER MOLL LLC,KYLE,TX,(737) 378-5025,MC1724530,4385062,,,
CASTILLO TRANSPORTES LLC,TEMPLE,TX,(512) 502-4158,MC1766095,4473946,,,
P5 TRANSPORTATION LLC,HOUSTON,TX,(281) 884-2945,MC1801820,4540643,,,
SCK LOGISTICS LLC,FORT WORTH TX,TX,(817) 880-1512,MC1713474,4373752,,,
LA BLANQUITA RANCH LLC,MISSION,TX,(956) 379-8663,MC1735285,4317243,,,
AK RAPID TRANSPORTATION LLC,NEDERLAND,TX,(337) 313-8586,MC1803301,4530787,,,
KILO METER LOGISTIC INC,VENUS,TX,(929) 539-9182,MC1796368,4530538,,,
SAFE RUN TRANSPORT LLC,TOMBALL,TX,(832) 350-3910,MC1800860,4538850,,,
JCJR TRUCKING LLC,EL PASO,TX,(915) 491-5041,MC1802560,4541976,,,
FAITHINVESTMENTS LIMITED LIABILITY COMPANY,BEAUMONT,TX,(409) 893-1570,MC1799471,4536282,,,
STRANGE SERVICES & LOGISTICS,CROCKETT,TX,(936) 222-9664,MC1800969,4539063,,,
TANGO EXPRESS LLC,ODESSA,TX,(432) 967-1771,MC1802549,4541957,,,
OSCAR ANDRES MAGDALENO,SAN YSIDRO,CA,(619) 587-1182,MC315394,675990,,,
"ALVARADO'S TRUCKING, LLC",SAN DIEGO,CA,(619) 513-1212,MC329853,716720,,,
SMART PROSERVE INC,SACRAMENTO,CA,(916) 949-9976,MC611166,1661680,,,
CESAR HERNANDEZ,HEBER,CA,(323) 325-3131,MC543886,1453815,,,
AMERICAN FREIGHT CORPORATION,LATHROP,CA,(209) 808-5986,MC583299,1575042,,,
JUAN CARLOS IBARRA,TECATE,CA,(665) 654-3671,MC605999,1645487,,,
OSWALDO RIVAS,LUCERNE VALLEY,CA,(626) 824-8527,MC645774,1724652,,,
MARIA DEL ROSARIO IZAGUIRRE BALDERRAMA,LOS ANGELES,CA,(619) 308-5164,MC641824,1754079,,,
"ALING GROUP, INC., A CALIFORNIA CORPORATION",SAN DIEGO,CA,(619) 942-6457,MC675531,1869435,,,
ELD LOGISTICS INC,SAN DIEGO,CA,(619) 710-8971,MC659265,1815477,,,
AMAN TRUCKING COMPANY INC,CERES,CA,(209) 918-3202,MC679068,1883638,,,
"IRON HEAVY HAUL, INC",OAKDALE,CA,(209) 915-2366,MC703006,1986087,,,
MARCO ANTONIO HIRATA ALVAREZ,MORENO VALLEY,CA,(951) 243-2324,MC702082,1982281,,,
JANDU TRANSPORT INC,FRESNO,CA,(415) 272-2595,MC728097,2086318,,,
E & E EXPRESS LLC,FONTANA,CA,(951) 227-5294,MC726458,2080748,,,
LEOPARD TRANSPORTATION INC,CHINO HILLS,CA,(626) 236-3451,MC740989,2126914,,,
JESUS FERNANDO GASTELUM CAMACHO,SAN DIEGO,CA,(619) 622-5827,MC744037,2136964,,,
GCTRUCKINGSD LLC,LAKE ELSINORE,CA,(619) 859-9127,MC734352,2105525,,,
MARIO A NAVARRETTE MEJORADO,SAN DIEGO,CA,(619) 980-5437,MC745164,2141266,,,
GOARCHI INC.,SAN BERNARDINO,CA,(909) 804-2511,MC722709,2066771,,,
KIKO'S AUTO TRANSPORT LLC,BLOOMINGTON,CA,(909) 552-1743,MC774934,2269429,,,
CYNTHIA L PLAZOLA,RANCHO CUCAMONGA,CA,(909) 803-0801,MC769678,2255667,,,
GRUNDOON INC,GRASS VALLEY,CA,(530) 362-0995,MC750353,2158912,,,
TERMINEL LLC,CALEXICO,CA,(442) 200-8334,MC782236,2290691,,,
CARPA TRANSPORT INC,CARSON,CA,(626) 227-4134,MC777058,2274927,,,
CLAUDIA HERRERA,IMPERIAL BEACH,CA,(619) 302-7129,MC776883,2274533,,,
"CSG TRANSPORT, INC,",CORONA,CA,(310) 321-2400,MC787099,2305506,,,
ACBT INC,FREMONT,CA,(510) 328-5718,MC820781,2388211,,,
MARCOS GOMEZ,CALEXICO,CA,(760) 482-6794,MC791110,2317431,,,
SKYLA EXPRESS INC,RIALTO,CA,(424) 552-9077,MC812879,2369663,,,
AAATKA TRANSPORT INC,FRESNO,CA,(408) 717-2585,MC815865,2376670,,,
SALVADOR A JUAREZ,SAN DIEGO,CA,(619) 207-0491,MC817416,2380209,,,
"SOUSA LIVESTOCK HAULING, INC.",HANFORD,CA,(559) 772-9011,MC838171,2431387,,,
ROYAL TRUCK CARRIERS INC,BAKERSFIELD,CA,(510) 557-4709,MC861205,2487312,,,
EDWIN SERRANO,PALMDALE,CA,(818) 667-3756,MC867722,2375411,,,
APEIRON LOGISTICS CORP,LA CANADA,CA,(818) 929-2460,MC894338,2562611,,,
JAIME ESPINOSA MONTEJANO,CAMARILLO,CA,(805) 207-4987,MC902421,2578612,,,
JASMINE TRANSPORT LLC,YUBA CITY,CA,(530) 751-5172,MC903407,2580487,,,
DE ANDA TRANSPORT INC.,CALEXICO,CA,(760) 554-7908,MC869743,2508283,,,
JT FREIGHT SOLUTIONS,EL MONTE,CA,(323) 354-3846,MC895912,2565772,,,
COLT TRANS LLC,RIALTO,CA,(915) 422-8014,MC888644,2550510,,,
TERRY FEIJO TRUCKING LLC,TULARE,CA,(559) 686-6313,MC881321,2534707,,,
HIGHWAY EXPRESS LINES INC,UNION CITY,CA,(510) 909-8178,MC873376,2516908,,,
FREIGHT SYSTEMS LLC,SAN BERNARDINO,CA,(909) 332-7533,MC872575,2515079,,,
JULIAN M HERNANDEZ,KERMAN,CA,(559) 213-3803,MC896994,2567835,,,
ROADIES INC,BAKERSFIELD,CA,(661) 214-8880,MC880258,2532550,,,
CITY TOWING LLC,BARSTOW,CA,(760) 256-5007,MC917229,2634462,,,
"LOGISTICA INTEGRAL LA, LLC",SAN DIEGO,CA,(619) 292-9113,MC931227,2791579,,,
LEONARDO ARMANDO PALACIOS QUINTERO,SAN DIEGO,CA,(619) 630-1377,MC945227,2829655,,,
EAX EXPRESS INC,FONTANA,CA,(909) 279-6829,MC994751,2941222,,,
RMB ROADLINE INC,MANTECA,CA,(209) 981-6008,MC961378,2868453,,,
7MILE TRANSPORTATION INC,SAN BERNARDINO,CA,(213) 924-4474,MC961362,2868433,,,
DAS XPRESS LLC,BAKERSFIELD,CA,(239) 234-9234,MC972652,2894786,,,
RODNEY ROBLES,HAWTHORNE,CA,(909) 653-6566,MC976392,2716199,,,
LOHGARH EXPRESS INC,FRESNO,CA,(559) 938-8881,MC960902,2867601,,,
LACD TRUCKING LLC,SALIDA,CA,(209) 840-2639,MC982827,2916549,,,
PRIORITY TRUCKING SERVICES INC,CHINO HILLS,CA,(626) 592-2238,MC968057,2883756,,,
BAM RESOURCE GROUP INC,MENIFEE,CA,(951) 672-3500,MC974813,2809980,,,
CA LOGISTICS CENTER INC,SAN DIEGO,CA,(888) 823-2233,MC053279,2879530,,,
SINGHH TRUCKING INC,FRESNO,CA,(559) 706-3929,MC076712,3099595,,,
CHHINA BROS TRANSPORT INC,STOCKTON,CA,(209) 751-8476,MC078867,3103565,,,
J3 LOGISTICS INC,CARSON,CA,(213) 603-0306,MC064258,3076625,,,
MTI LOGISTICS INC,WILMINGTON,CA,(310) 957-2960,MC065397,3078695,,,
TARA TRUCKLINE INC,EASTVALE,CA,(909) 696-5582,MC121397,3174332,,,
THE TRANSPORT COMPANY CORP,SACRAMENTO,CA,(510) 999-7882,MC007098,2928704,,,
LOAN NGOC DIEP,GARDEN GROVE,CA,(714) 322-4804,MC088848,3122676,,,
ATAMPREET SINGH,YUBA CITY,CA,(530) 300-4970,MC076094,3098459,,,
ALMODOVAR TRUCKING LLC,CALEXICO,CA,(760) 604-5942,MC063350,3074991,,,
RAPID TRANSPORT INC,ARCADIA,CA,(626) 592-7024,MC090478,3125882,,,
JAVIER ALBERTO RODRIGUEZ AGUILAR,CALEXICO,CA,(760) 208-2056,MC054378,3059536,,,
CALI KING INC,VAN NUYS,CA,(323) 500-0033,MC009668,2970250,,,
DLC EXPRESS INC,S EL MONTE,CA,(626) 371-3521,MC042459,2977931,,,
SERGIO ESTRELLA RIOS,CHULA VISTA,CA,(619) 671-6038,MC018004,2988906,,,
SWIFT UNLIMITED INC,CHOWCHILLA,CA,(818) 744-5474,MC018094,2989083,,,
BUTZ TRUCKING LLC,CORONA,CA,(951) 271-6506,MC015557,2983750,,,
COOL BULL FREIGHT SYSTEM INC,CARSON,CA,(310) 328-9386,MC031427,2389854,,,
ALVA L ELLIOTT,PETALUMA,CA,(707) 494-6371,MC088192,3100026,,,
JONHATAN DAVID ANAYA HERNANDEZ,TECATE,CA,(619) 625-9966,MC033385,3019163,,,
ZIPP LOGISTICS INC,OAKLAND,CA,(858) 212-1875,MC078730,3103285,,,
ASH TRANS INC,GLENDALE,CA,(818) 648-6444,MC087962,3121009,,,
STONE CREST EXPRESS INC.,CANYON CNTRY,CA,(818) 859-0824,MC003782,2959427,,,
JOSE CRUZ PAEZ,SAN DIEGO,CA,(619) 601-8820,MC084916,3115308,,,
ALFA CARRIER INC,MODESTO,CA,(209) 661-6030,MC081816,3109298,,,
VIANA TRANSPORT SERVICE LLC,APPLE VALLEY,CA,(323) 679-4423,MC1024319,3253314,,,
HRAZDAN EXPO INC,VAN NUYS,CA,(818) 856-5664,MC093672,3132022,,,
DOUBLE AA TRUCKING INC,NORTH HILLS,CA,(818) 486-5082,MC1028821,3255887,,,
"JUST N TIME TRUCKING, LLC",FONTANA,CA,(951) 204-1957,MC131176,3184913,,,
GURU TRUCKLINE INC,BAKERSFIELD,CA,(661) 827-7762,MC1021994,3248878,,,
"H & N TRUCKING CO, INC",SAN GABRIEL,CA,(626) 548-0755,MC167030,3200012,,,
DEEP TRUCKING SOLUTIONS INC,FRESNO,CA,(559) 513-5279,MC1017668,3240388,,,
HOP LOGISTICS INC,MANTECA,CA,(925) 699-6749,MC1004761,3214766,,,
ARMANDO OLMOS ASCENCIO,CORONADO,CA,(619) 734-5669,MC1027978,3260938,,,
SANDHU ROADWAYS INC,FRESNO,CA,(559) 318-1422,MC1031094,3267800,,,
PISTON TRANSPORT INC,MANTECA,CA,(209) 620-2344,MC1014728,3234479,,,
T & M PRODUCTION MANAGEMENT LLC,LOS ANGELES,CA,(800) 436-3530,MC166981,3199992,,,
NS TRUCKLINES INC,LIVINGSTON,CA,(209) 678-7363,MC1023354,3251465,,,
TRILLIUM TRANSPORTATION INC,SACRAMENTO,CA,(360) 383-6485,MC1028529,3262149,,,
757 TRANSPORT INC,WILMINGTON,CA,(310) 594-6580,MC1022359,3249558,,,
JORGE A QUINTERO,CALEXICO,CA,(760) 997-6229,MC1025300,3255357,,,
SARAI EXPRESS INC,CORONA,CA,(714) 803-4494,MC1031735,3269134,,,
TAQWA TRUCKING LLC,INGLEWOOD,CA,(323) 283-6908,MC1026974,3256026,,,
FPL TRUCKING INC,ROSEMEAD,CA,(626) 328-5623,MC133697,3189123,,,
MALLA TRUCK LINE INC,CLOVIS,CA,(559) 369-9291,MC1035512,3277104,,,
JFS TRUCKING,ARCADIA,CA,(626) 248-6933,MC1036125,3278351,,,
CHD TRUCKING INC,WEST COVINA,CA,(626) 731-3306,MC1024970,3254700,,,
BLUE STAR CARRIER INC,TURLOCK,CA,(209) 566-6521,MC1073145,3355579,,,
KATHYA TORRES ARECHIGA,SAN DIEGO,CA,(619) 995-5751,MC1085424,3381572,,,
NIRMAL TRUCKING INC,ANTIOCH,CA,(510) 734-8436,MC1142343,3480851,,,
JAGTAR SINGH DEOL,TRACY,CA,(510) 860-1654,MC1079231,2698760,,,
GLOBAL DIRECT TRANSPORTATION INC,LOS ANGELES,CA,(562) 612-2513,MC1070801,3349889,,,
VELASQUEZ TRUCKING LLC,EXETER,CA,(805) 651-0129,MC1071210,3350728,,,
DHILLON BROS EXPRESS INC,SACRAMENTO,CA,(916) 975-3136,MC1090157,3391662,,,
DE ANDA TRUCKING INC,CALEXICO,CA,(760) 890-4268,MC1050724,3308863,,,
TIBURON LOGISTICS INC,VICTORVILLE,CA,(626) 230-7061,MC1049478,3306381,,,
OVERWEIGHT EXPRESS INC,FONTANA,CA,(909) 255-2663,MC1068020,3344362,,,
ABOVE AND BEYOND TRUCKING INC,ONTARIO,CA,(909) 750-0764,MC1059494,2850568,,,
AMAZING LOGISTICS LLC,SAN RAMON,CA,(925) 895-5874,MC1060127,3213689,,,
SAI CARRIER INC,ANTELOPE,CA,(601) 473-5178,MC1091573,3394584,,,
SASO TRUCKING INC,HUNTINGTON PARK,CA,(323) 819-2374,MC1051381,3310278,,,
HONGRUI TRANSPORTATION INC,FONTANA,CA,(513) 916-0777,MC1118817,3443175,,,
NEXT LEVEL EXPRESS TRANSPORT CORP,LONG BEACH,CA,(562) 213-2289,MC1102376,3406615,,,
M&C LOGISTICS CORP,HARBOR CITY,CA,(818) 939-4847,MC1089062,3389354,,,
RUBEN GARCIA MORALES,BRAWLEY,CA,(760) 455-6477,MC1105073,3418819,,,
FIRST CHOICE TOWING INC,VAN NUYS,CA,(747) 334-5017,MC1109759,3066055,,,
SAKRA TRANSPORT INC,EASTVALE,CA,(516) 851-3088,MC1093445,3398460,,,
BGDS LLC,CARMICHAEL,CA,(916) 482-4229,MC1044582,3296085,,,
ROBLE MENDOZA LOPEZ,CALEXICO,CA,(442) 250-5230,MC1042587,3291936,,,
